ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
22.09.2023,22.09.2023,12,22.09.2023,12,11200513,90,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,21.09.2023,18,21.09.2023,20,05200629,525,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,13,22.09.2023,13,03400723,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,17,22.09.2023,11,07200307,1585,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,17,22.09.2023,08,09200511,710,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,17,09501838,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,19,12500928,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,19,22.09.2023,19,03701556,1275,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,22.09.2023,02,22.09.2023,07,02400522,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,22,21.09.2023,22,02300418,1,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,22.09.2023,15,22.09.2023,16,08300934,3416,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,20.09.2023,18,22.09.2023,06,09501736,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,08,21.09.2023,19,01100207,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,19.09.2023,07,19.09.2023,10,07300619,229,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,16.09.2023,18,17.09.2023,08,05200629,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,18.09.2023,18,20.09.2023,08,03601346,570,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,23,22.09.2023,06,02400522,469,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,08,07200307,1141,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,14,21.09.2023,13,04300619,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,16,21.09.2023,22,03400723,760,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,05,21.09.2023,18,06200421,545,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,09,22.09.2023,10,01400942,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,17,21.09.2023,20,06100102,387,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,14,21.09.2023,11,04300623,2788,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,15.09.2023,21,15.09.2023,21,04501149,1039,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,18.09.2023,22,20.09.2023,13,08300935,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
22.09.2023,22.09.2023,10,22.09.2023,17,08100102,848,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,07,21.09.2023,15,02400624,600,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,16.09.2023,20,18.09.2023,10,02200211,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,13,21.09.2023,14,02200212,0,Ja,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,18,22.09.2023,19,04300416,300,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,18.09.2023,19,19.09.2023,07,04400830,650,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,17.09.2023,17,17.09.2023,19,01100310,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,09,22.09.2023,17,12400720,895,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,02,22.09.2023,02,04300414,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,18,22.09.2023,10,02200212,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,19,22.09.2023,07,07501029,2215,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,17,22.09.2023,21,01401043,1412,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,18,22.09.2023,07,02400520,1051,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,16.09.2023,22,17.09.2023,08,02400624,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,09,03400723,2100,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,07,09502043,948,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
22.09.2023,21.09.2023,18,22.09.2023,08,02100103,1190,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,19,21.09.2023,20,02500831,220,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,17,21.09.2023,23,02500832,800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,17.09.2023,22,19.09.2023,10,05100314,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,09.09.2023,15,11.09.2023,17,02100106,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,18,21.09.2023,08,04501040,3300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,07,22.09.2023,14,10300733,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,01,21.09.2023,11,02200211,1339,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,12,22.09.2023,08,01400938,6326,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,17.09.2023,17,18.09.2023,22,04500938,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,19.09.2023,17,21.09.2023,18,03601244,883,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
22.09.2023,21.09.2023,19,21.09.2023,23,02300418,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,23,21.09.2023,08,03701554,2800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,18,22.09.2023,13,10300733,299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,02.09.2023,17,04.09.2023,10,07200409,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,11.07.2023,21,11.07.2023,23,01300730,269,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,19.09.2023,20,21.09.2023,09,11300826,486,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,11,22.09.2023,12,01200520,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,21.09.2023,08,21.09.2023,08,02200213,950,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,17,22.09.2023,18,05100314,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,17,22.09.2023,08,04400727,1580,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,18,22.09.2023,18,08100314,1500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,18.09.2023,10,18.09.2023,13,07100102,549,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,08,21.09.2023,15,07200413,625,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,20,21.09.2023,14,03701556,2870,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,14.09.2023,20,17.09.2023,15,08100310,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,18,22.09.2023,07,07400825,1634,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
22.09.2023,21.09.2023,05,21.09.2023,06,11300722,555,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.02.2023,13,21.02.2023,18,04501042,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,13,20.09.2023,15,04400727,235,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,19,22.09.2023,07,04300416,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,22.09.2023,14,22.09.2023,15,12500930,449,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,20.09.2023,07,20.09.2023,17,01100101,3390,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
22.09.2023,21.09.2023,20,22.09.2023,12,02100102,460,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,08,21.09.2023,14,06200421,559,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,13,19.09.2023,17,05100316,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,22,20.09.2023,12,04300416,2435,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,10.09.2023,18,11.09.2023,10,04400830,421,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,18.09.2023,12,21.09.2023,09,08100206,1000,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,20.09.2023,14,21.09.2023,08,03601142,748,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,21.09.2023,07,21.09.2023,18,02100106,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,07,21.09.2023,15,12500927,761,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,16,21.09.2023,07,03500933,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,16.09.2023,15,18.09.2023,06,03501037,1453,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,15,21.09.2023,17,08200623,240,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,13,21.09.2023,17,12200307,3500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,07,21.09.2023,18,03601245,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,19,21.09.2023,08,05300841,498,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,18,21.09.2023,22,06200313,5399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,14,20.09.2023,18,07400824,3741,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
21.09.2023,20.09.2023,14,20.09.2023,21,02300314,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,12,21.09.2023,16,04501146,699,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,20,21.09.2023,12,04501042,0,Ja,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,18.09.2023,08,18.09.2023,18,08100208,293,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,07,20.09.2023,16,03300516,479,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,10,01100313,300,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,20,21.09.2023,14,08100312,839,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,16.09.2023,23,17.09.2023,10,07400823,813,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,14.09.2023,17,15.09.2023,07,08100103,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,19,19.09.2023,22,01100103,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,19,20.09.2023,21,01100309,1249,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,15,21.09.2023,17,04500936,4324,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,10,21.09.2023,13,02100101,500,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
21.09.2023,21.09.2023,10,21.09.2023,18,07400720,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,23,20.09.2023,15,02300419,1230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,18,21.09.2023,20,08100101,840,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,22,21.09.2023,14,02100105,628,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,12,02100106,790,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,18.09.2023,16,21.09.2023,09,02200212,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,19,20.09.2023,08,08100419,1353,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,15.09.2023,14,16.09.2023,11,03701660,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,21,21.09.2023,11,04300623,320,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,09.09.2023,23,10.09.2023,14,01100416,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,17.09.2023,17,19.09.2023,17,01401043,1290,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,20.09.2023,16,20.09.2023,20,09200818,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,16,20.09.2023,19,04300623,697,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,17.08.2023,20,18.08.2023,08,04501041,460,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,07,21.09.2023,15,01100311,930,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,16,21.09.2023,16,02300419,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
21.09.2023,20.09.2023,15,21.09.2023,16,08100419,870,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,14,21.09.2023,15,02500831,0,Ja,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,09,20.09.2023,19,07601544,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,12.09.2023,20,13.09.2023,07,03601450,342,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,17,21.09.2023,07,04500936,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,23,20.09.2023,10,08100312,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,05,20.09.2023,05,01100310,2432,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,22,21.09.2023,07,09200613,999,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,13,21.09.2023,14,02300314,150,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,22,21.09.2023,15,08301037,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,17,03500933,899,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,20,21.09.2023,20,09401534,2800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,18.09.2023,09,19.09.2023,17,02100102,1744,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,17.09.2023,17,20.09.2023,11,04501147,613,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,21.09.2023,08,21.09.2023,08,03601453,948,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,20,21.09.2023,07,06100206,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,20,21.09.2023,10,07400927,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,01,20.09.2023,18,01300836,518,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,09,19.09.2023,21,09100101,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,11,21.09.2023,16,12400720,598,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,12,01100313,3100,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,18.09.2023,21,21.09.2023,20,06100210,1822,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,17,21.09.2023,07,04501148,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,17,21.09.2023,17,01100416,648,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,08,04300620,4900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,08,19.09.2023,19,12400721,697,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,14,21.09.2023,08,07100206,499,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,08,21.09.2023,12,03400721,699,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,09,20.09.2023,09,02300316,479,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,16,21.09.2023,08,06400735,2763,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,08,21.09.2023,13,06200421,2200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,12.09.2023,19,13.09.2023,19,01300730,2500,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,09,02200213,1412,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,15,21.09.2023,10,09501939,1049,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,18.09.2023,08,18.09.2023,16,04300624,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,18,21.09.2023,08,04501040,7500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,20.09.2023,14,21.09.2023,08,03601142,650,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,21.09.2023,10,21.09.2023,14,01100207,782,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,15,21.09.2023,18,11400927,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,21.09.2023,13,21.09.2023,15,02500832,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,08.09.2023,12,10.09.2023,14,08100105,749,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
21.09.2023,19.09.2023,08,21.09.2023,18,01100313,882,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
21.09.2023,19.09.2023,21,21.09.2023,21,02300315,1078,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.09.2023,20.09.2023,03,20.09.2023,03,04501045,0,Ja,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
20.09.2023,20.09.2023,16,20.09.2023,16,09502042,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.09.2023,19.09.2023,21,20.09.2023,06,05100210,2500,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
20.09.2023,20.09.2023,17,20.09.2023,17,11501238,914,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
20.09.2023,19.09.2023,13,20.09.2023,07,04500938,575,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
